Plot,Subplot,Date,Exposure,Openness
CTE,A1-1,3NOV2017,EV-2,0.49003102488912953
CTE,A1-1,3NOV2017,EV-4,0.40078749583567347
CTE,A1-1,3NOV2017,EV0,0.7840085357519633
CTE,A1-13,3NOV2017,EV-2,0.6305927415227686
CTE,A1-13,3NOV2017,EV-4,0.5791108135763354
CTE,A1-13,3NOV2017,EV0,0.7799267462622435
CTE,A1-16,3NOV2017,EV-2,0.3637496606341827
CTE,A1-16,3NOV2017,EV-4,0.26665205456074886
CTE,A1-16,3NOV2017,EV0,0.5535944737090074
CTE,A1-4,3NOV2017,EV-2,0.6806773815355985
CTE,A1-4,3NOV2017,EV-4,0.6284430427469103
CTE,A1-4,3NOV2017,EV0,0.8136793930844166
CTE,A1-m,3NOV2017,EV-2,0.6490648767233211
CTE,A1-m,3NOV2017,EV-4,0.5943189894969234
CTE,A1-m,3NOV2017,EV0,0.7871835333818358
CTE,A1-s1,3NOV2017,EV-2,0.637463312708176
CTE,A1-s1,3NOV2017,EV-4,0.5760367717686699
CTE,A1-s1,3NOV2017,EV0,0.8162517445468782
CTE,A1-s2,3NOV2017,EV-2,0.5611877042310918
CTE,A1-s2,3NOV2017,EV-4,0.5108440700838899
CTE,A1-s2,3NOV2017,EV0,0.6788807700848474
CTE,A1-s3,3NOV2017,EV-2,0.6424404940777189
CTE,A1-s3,3NOV2017,EV-4,0.5641297567081407
CTE,A1-s3,3NOV2017,EV0,0.8060974814504244
CTE,A1-s4,3NOV2017,EV-2,0.5062472019830777
CTE,A1-s4,3NOV2017,EV-4,0.4354851292417155
CTE,A1-s4,3NOV2017,EV0,0.6952953678495806
CTE,A1-s5,3NOV2017,EV-2,0.5381365972520671
CTE,A1-s5,3NOV2017,EV-4,0.45897082927876537
CTE,A1-s5,3NOV2017,EV0,0.7204854974950401
CTE,A2-1,6NOV2017,EV-2,0.4738051838025641
CTE,A2-1,6NOV2017,EV-4,0.3906904263364436
CTE,A2-1,6NOV2017,EV0,0.6919299511475798
CTE,A2-13,6NOV2017,EV-2,0.4822639110579865
CTE,A2-13,6NOV2017,EV-4,0.3734741124737113
CTE,A2-13,6NOV2017,EV0,0.7915300536989498
CTE,A2-16,6NOV2017,EV-2,0.6433136257744523
CTE,A2-16,6NOV2017,EV-4,0.5637736455837239
CTE,A2-16,6NOV2017,EV0,0.8690067162243443
CTE,A2-4,6NOV2017,EV-2,0.5488742990018423
CTE,A2-4,6NOV2017,EV-4,0.4801759089345163
CTE,A2-4,6NOV2017,EV0,0.7197211842130566
CTE,A2-m,6NOV2017,EV-2,0.3395318479134918
CTE,A2-m,6NOV2017,EV-4,0.2657610161197772
CTE,A2-m,6NOV2017,EV0,0.6364872409158416
CTE,A2-s1,6NOV2017,EV-2,0.49726613207495096
