Plot,Subplot,Date,Exposure,Openness
LFDP,100,18-Dec-11,EV-2,0.08852522
LFDP,100,18-Dec-11,EV-4,0.047425665
LFDP,100,18-Dec-11,EV0,0.166400047
LFDP,139,2-Dec-11,EV-2,0.188842748
LFDP,139,2-Dec-11,EV-4,0.126964284
LFDP,139,2-Dec-11,EV0,0.311125681
LFDP,142,8-Dec-11,EV-2,0.071629417
LFDP,142,8-Dec-11,EV-4,0.036064288
LFDP,142,8-Dec-11,EV0,0.172263895
LFDP,145,14-Dec-11,EV-2,0.091183279
LFDP,145,14-Dec-11,EV-4,0.052389533
LFDP,145,14-Dec-11,EV0,0.195664236
LFDP,148,15-Jan-12,EV-2,0.088521443
LFDP,148,15-Jan-12,EV-4,0.041739032
LFDP,148,15-Jan-12,EV0,0.184760715
LFDP,151,18-Dec-11,EV-2,0.086748176
LFDP,151,18-Dec-11,EV-4,0.041756882
LFDP,151,18-Dec-11,EV0,0.297681459
LFDP,190,2-Dec-11,EV-2,0.065320151
LFDP,190,2-Dec-11,EV-4,0.03408351
LFDP,190,2-Dec-11,EV0,0.157579376
LFDP,193,8-Dec-11,EV-2,0.106647558
LFDP,193,8-Dec-11,EV-4,0.055250165
LFDP,193,8-Dec-11,EV0,0.233074098
LFDP,196,14-Dec-11,EV-2,0.105614475
LFDP,196,14-Dec-11,EV-4,0.052762431
LFDP,196,14-Dec-11,EV0,0.246866264
LFDP,199,18-Dec-11,EV-2,0.199923704
LFDP,199,18-Dec-11,EV-4,0.097975221
LFDP,199,18-Dec-11,EV0,0.361391703
LFDP,202,18-Dec-11,EV-2,0.095821231
LFDP,202,18-Dec-11,EV-4,0.045968213
LFDP,202,18-Dec-11,EV0,0.217744861
LFDP,241,2-Dec-11,EV-2,0.086911977
LFDP,241,2-Dec-11,EV-4,0.040631911
LFDP,241,2-Dec-11,EV0,0.210957297
LFDP,244,8-Dec-11,EV-2,0.079582652
LFDP,244,8-Dec-11,EV-4,0.043852265
LFDP,244,8-Dec-11,EV0,0.225623463
LFDP,247,16-Dec-11,EV-2,0.068214528
LFDP,247,16-Dec-11,EV-4,0.031844421
LFDP,247,16-Dec-11,EV0,0.158647122
LFDP,250,16-Dec-11,EV-2,0.200508192
LFDP,250,16-Dec-11,EV-4,0.098339283
LFDP,250,16-Dec-11,EV0,0.416397121
LFDP,253,19-Dec-11,EV-2,0.146704718
LFDP,253,19-Dec-11,EV-4,0.086680086
LFDP,253,19-Dec-11,EV0,0.263909702
LFDP,292,2-Dec-11,EV-2,0.066696216
LFDP,292,2-Dec-11,EV-4,0.035387429
LFDP,292,2-Dec-11,EV0,0.164967583
LFDP,295,8-Dec-11,EV-2,0.124061119
LFDP,295,8-Dec-11,EV-4,0.056021352
LFDP,295,8-Dec-11,EV0,0.288819529
LFDP,298,16-Dec-11,EV-2,0.100136399
LFDP,298,16-Dec-11,EV-4,0.05309761
LFDP,298,16-Dec-11,EV0,0.189799141
LFDP,301,16-Dec-11,EV-2,0.221113571
LFDP,301,16-Dec-11,EV-4,0.103446098
LFDP,301,16-Dec-11,EV0,0.376609036
LFDP,304,19-Dec-11,EV-2,0.083569001
LFDP,304,19-Dec-11,EV-4,0.046345064
LFDP,304,19-Dec-11,EV0,0.175401362
LFDP,343,2-Dec-11,EV-2,0.065557104
LFDP,343,2-Dec-11,EV-4,0.030424907
LFDP,343,2-Dec-11,EV0,0.228180352
LFDP,346,8-Dec-11,EV-2,0.124581461
LFDP,346,8-Dec-11,EV-4,0.054926118
LFDP,346,8-Dec-11,EV0,0.283154289
LFDP,349,16-Dec-11,EV-2,0.151222175
LFDP,349,16-Dec-11,EV-4,0.076975047
LFDP,349,16-Dec-11,EV0,0.289229756
LFDP,352,15-Dec-11,EV-2,0.082779978
LFDP,352,15-Dec-11,EV-4,0.044509273
LFDP,352,15-Dec-11,EV0,0.196344971
LFDP,355,19-Dec-11,EV-2,0.072326408
LFDP,355,19-Dec-11,EV-4,0.036924181
LFDP,355,19-Dec-11,EV0,0.155536569
LFDP,37,20-Nov-11,EV-2,0.098802826
LFDP,37,20-Nov-11,EV-4,0.049481174
LFDP,37,20-Nov-11,EV0,0.242875683
LFDP,394,2-Dec-11,EV-2,0.124511539
LFDP,394,2-Dec-11,EV-4,0.067519464
LFDP,394,2-Dec-11,EV0,0.310695618
LFDP,397,2-Dec-11,EV-2,0.200725011
LFDP,397,2-Dec-11,EV-4,0.09156376
LFDP,397,2-Dec-11,EV0,0.425349982
LFDP,40,8-Dec-11,EV-2,0.090922724
LFDP,40,8-Dec-11,EV-4,0.04833703
LFDP,40,8-Dec-11,EV0,0.183614273
LFDP,400,16-Dec-11,EV-2,0.089177424
LFDP,400,16-Dec-11,EV-4,0.056333515
LFDP,400,16-Dec-11,EV0,0.174350104
LFDP,403,15-Dec-11,EV-2,0.119189302
LFDP,403,15-Dec-11,EV-4,0.064044999
LFDP,403,15-Dec-11,EV0,0.252009504
LFDP,406,19-Dec-11,EV-2,0.073098744
LFDP,406,19-Dec-11,EV-4,0.033859024
LFDP,406,19-Dec-11,EV0,0.168911031
LFDP,43,14-Dec-11,EV-2,0.091887854
LFDP,43,14-Dec-11,EV-4,0.051884664
LFDP,43,14-Dec-11,EV0,0.157219212
LFDP,46,15-Jan-12,EV-2,0.086030448
LFDP,46,15-Jan-12,EV-4,0.046593976
LFDP,46,15-Jan-12,EV0,0.189267306
LFDP,49,18-Dec-11,EV-2,0.087149774
LFDP,49,18-Dec-11,EV-4,0.048302316
LFDP,49,18-Dec-11,EV0,0.175722953
LFDP,88,20-Nov-11,EV-2,0.122448082
LFDP,88,20-Nov-11,EV-4,0.056658979
LFDP,88,20-Nov-11,EV0,0.260267122
LFDP,91,8-Dec-11,EV-2,0.106629084
LFDP,91,8-Dec-11,EV-4,0.054683095
LFDP,91,8-Dec-11,EV0,0.309023183
LFDP,94,14-Dec-11,EV-2,0.083891083
LFDP,94,14-Dec-11,EV-4,0.050423507
LFDP,94,14-Dec-11,EV0,0.183510605
LFDP,97,17-Dec-11,EV-2,0.091466002
LFDP,97,17-Dec-11,EV-4,0.057176934
LFDP,97,17-Dec-11,EV0,0.205841664
